,time_stamp,text,sentence,num_sentence,average_sentence_length,tokens,count_tokens
2458,2018-03-18,Deel 3 #Metoo en andere pesterijen  @LINK … pic.twitter.com/qjzqX3NIzj,['Deel 3 #Metoo en andere\xa0pesterijen  @LINK\xa0… pic.twitter.com/qjzqX3NIzj'],1,11,"['Deel', '3', 'Metoo', 'en', 'andere', 'pesterijen', '@LINK', 'pic', 'twitter', 'com', 'qjzqX3NIzj']",11
2459,2018-03-18,What would a world without online harassment look like?We challenge you to #TakeAStand with us against the passive consumption of negative online messaging and harassment. Stand up. Speak out. Join the conversation using #JKisNotOK.#MeToo #Leading502 pic.twitter.com/nkoMSD8EOh,"['What would a world without online harassment look like?We challenge you to #TakeAStand with us against the passive consumption of negative online messaging and harassment.', 'Stand up.', 'Speak out.', 'Join the conversation using #JKisNotOK.#MeToo #Leading502 pic.twitter.com/nkoMSD8EOh']",4,11,"['What', 'would', 'a', 'world', 'without', 'online', 'harassment', 'look', 'like', 'We', 'challenge', 'you', 'to', 'TakeAStand', 'with', 'us', 'against', 'the', 'passive', 'consumption', 'of', 'negative', 'online', 'messaging', 'and', 'harassment', 'Stand', 'up', 'Speak', 'out', 'Join', 'the', 'conversation', 'using', 'JKisNotOK', 'MeToo', 'Leading502', 'pic', 'twitter', 'com', 'nkoMSD8EOh']",41
2460,2018-03-18,The latest The Sanderson Daily is out! Click  on the link to read relevant articles from today.  @LINK … #metoo,"['The latest The Sanderson Daily is out!', 'Click  on the link to read relevant articles from today.', '@LINK\xa0… #metoo']",3,7,"['The', 'latest', 'The', 'Sanderson', 'Daily', 'is', 'out', 'Click', 'on', 'the', 'link', 'to', 'read', 'relevant', 'articles', 'from', 'today', '@LINK', 'metoo']",19
2461,2018-03-18,@MENTION Peddling your book I see. Keep going rose milk this MeToo thing for all it has left. Capitalizing off the pain of others. SO HYPOCRITICAL. #MeToo,"['@MENTION Peddling your book I see.', 'Keep going rose milk this MeToo thing for all it has left.', 'Capitalizing off the pain of others.', 'SO HYPOCRITICAL.', '#MeToo']",5,6,"['@MENTION', 'Peddling', 'your', 'book', 'I', 'see', 'Keep', 'going', 'rose', 'milk', 'this', 'MeToo', 'thing', 'for', 'all', 'it', 'has', 'left', 'Capitalizing', 'off', 'the', 'pain', 'of', 'others', 'SO', 'HYPOCRITICAL', 'MeToo']",27
2462,2018-03-18,"@MENTION @MENTION @MENTION @MENTION @MENTION @MENTION @MENTION @MENTION @MENTION @MENTION @MENTION @MENTION @MENTION Yes, Louise cross borders alltogether against our abusers, against the prison of shame they thought we, victims, would be stuck in. This is the core of the #MeToo movement. I stand totally by you side.., AND PROUD OF IT (fières comme disent les Français)!","['@MENTION @MENTION @MENTION @MENTION @MENTION @MENTION @MENTION @MENTION @MENTION @MENTION @MENTION @MENTION @MENTION Yes, Louise cross borders alltogether against our abusers, against the prison of shame they thought we, victims, would be stuck in.', 'This is the core of the #MeToo movement.', 'I stand totally by you side.., AND PROUD OF IT (fières comme disent les Français)!']",3,19,"['@MENTION', '@MENTION', '@MENTION', '@MENTION', '@MENTION', '@MENTION', '@MENTION', '@MENTION', '@MENTION', '@MENTION', '@MENTION', '@MENTION', '@MENTION', 'Yes', 'Louise', 'cross', 'borders', 'alltogether', 'against', 'our', 'abusers', 'against', 'the', 'prison', 'of', 'shame', 'they', 'thought', 'we', 'victims', 'would', 'be', 'stuck', 'in', 'This', 'is', 'the', 'core', 'of', 'the', 'MeToo', 'movement', 'I', 'stand', 'totally', 'by', 'you', 'side', 'AND', 'PROUD', 'OF', 'IT', 'fières', 'comme', 'disent', 'les', 'Français']",57
2463,2018-03-18,Watching @MENTION question where the conservatives are in the #metoo movement and why the liberals are the ones getting called out. Clue: look to the White House - the conservatives have excluded sexual assault and infidelity from their opposition/call out. It’s ‘biblical’ now?,"['Watching @MENTION question where the conservatives are in the #metoo movement and why the liberals are the ones getting called out.', 'Clue: look to the White House - the conservatives have excluded sexual assault and infidelity from their opposition/call out.', 'It’s ‘biblical’ now?']",3,15,"['Watching', '@MENTION', 'question', 'where', 'the', 'conservatives', 'are', 'in', 'the', 'metoo', 'movement', 'and', 'why', 'the', 'liberals', 'are', 'the', 'ones', 'getting', 'called', 'out', 'Clue', 'look', 'to', 'the', 'White', 'House', 'the', 'conservatives', 'have', 'excluded', 'sexual', 'assault', 'and', 'infidelity', 'from', 'their', 'opposition', 'call', 'out', 'It', 's', 'biblical', 'now']",44
2464,2018-03-18,"The NBA has been progressive on sexuality, gender and human rights. After the report about the Mavericks' toxic workplace culture, how will the league handle #MeToo?  @LINK ","['The NBA has been progressive on sexuality, gender and human rights.', ""After the report about the Mavericks' toxic workplace culture, how will the league handle #MeToo?"", '@LINK']",3,9,"['The', 'NBA', 'has', 'been', 'progressive', 'on', 'sexuality', 'gender', 'and', 'human', 'rights', 'After', 'the', 'report', 'about', 'the', 'Mavericks', 'toxic', 'workplace', 'culture', 'how', 'will', 'the', 'league', 'handle', 'MeToo', '@LINK']",27
2465,2018-03-18,@MENTION Pub? #metoo,"['@MENTION Pub?', '#metoo']",2,2,"['@MENTION', 'Pub', 'metoo']",3
2466,2018-03-18,"If you were affected by #MeToo, then you probably understand why women need to side hustle #womenrockmoney -   @LINK … via @MENTION","['If you were affected by #MeToo, then you probably understand why women need to side hustle #womenrockmoney -   @LINK\xa0… via @MENTION']",1,20,"['If', 'you', 'were', 'affected', 'by', 'MeToo', 'then', 'you', 'probably', 'understand', 'why', 'women', 'need', 'to', 'side', 'hustle', 'womenrockmoney', '@LINK', 'via', '@MENTION']",20
2467,2018-03-18,"Der ganze Sinn der #Metoo Bewegung und des Gender- ""Feminismus"" beruht doch auf dieser gezielten Verwässerung!  @LINK …","['Der ganze Sinn der #Metoo Bewegung und des Gender- ""Feminismus"" beruht doch auf dieser gezielten Verwässerung!', '@LINK\xa0…']",2,9,"['Der', 'ganze', 'Sinn', 'der', 'Metoo', 'Bewegung', 'und', 'des', 'Gender', 'Feminismus', 'beruht', 'doch', 'auf', 'dieser', 'gezielten', 'Verwässerung', '@LINK']",17
2468,2018-03-18,"@MENTION @MENTION @MENTION @MENTION Were you raped molested or harassed? Are you the one that gets to draw the line, at your personal abuse level? In short- what is your #metoo story that makes you think you get to say the above? Mine is my pinned tweet. The gist is daily rapes starting around 11-Does that ""count""?","['@MENTION @MENTION @MENTION @MENTION Were you raped molested or harassed?', 'Are you the one that gets to draw the line, at your personal abuse level?', 'In short- what is your #metoo story that makes you think you get to say the above?', 'Mine is my pinned tweet.', 'The gist is daily rapes starting around 11-Does that ""count""?']",5,12,"['@MENTION', '@MENTION', '@MENTION', '@MENTION', 'Were', 'you', 'raped', 'molested', 'or', 'harassed', 'Are', 'you', 'the', 'one', 'that', 'gets', 'to', 'draw', 'the', 'line', 'at', 'your', 'personal', 'abuse', 'level', 'In', 'short', 'what', 'is', 'your', 'metoo', 'story', 'that', 'makes', 'you', 'think', 'you', 'get', 'to', 'say', 'the', 'above', 'Mine', 'is', 'my', 'pinned', 'tweet', 'The', 'gist', 'is', 'daily', 'rapes', 'starting', 'around', '11', 'Does', 'that', 'count']",58
2469,2018-03-18,The latest The Jennie Metro Daily!  @LINK … Thanks to @MENTION #metoo #breaking,"['The latest The Jennie Metro Daily!', '@LINK\xa0… Thanks to @MENTION #metoo #breaking']",2,6,"['The', 'latest', 'The', 'Jennie', 'Metro', 'Daily', '@LINK', 'Thanks', 'to', '@MENTION', 'metoo', 'breaking']",12
2470,2018-03-18,"""...striking portraits of sexual harassment that are especially relevant in today's #MeToo environment,"" says Kirkus Reviews #sexualharrassment #civilrights pic.twitter.com/nPAdGSgaJ4","['""...striking portraits of sexual harassment that are especially relevant in today\'s #MeToo environment,"" says Kirkus Reviews #sexualharrassment #civilrights pic.twitter.com/nPAdGSgaJ4']",1,23,"['striking', 'portraits', 'of', 'sexual', 'harassment', 'that', 'are', 'especially', 'relevant', 'in', 'today', 's', 'MeToo', 'environment', 'says', 'Kirkus', 'Reviews', 'sexualharrassment', 'civilrights', 'pic', 'twitter', 'com', 'nPAdGSgaJ4']",23
2471,2018-03-18,Marine with Ranger tab AND Ranger Hall of Fame--Marvel got a New Hero!Semper Fi#TrumpRussia #TrumpColluded #NeverAgain #Charlottesville #BlackLivesMatter #WomensMarch #MeToo #TheResistance @LINK …,['Marine with Ranger tab AND Ranger Hall of Fame--Marvel got a New Hero!Semper Fi#TrumpRussia #TrumpColluded #NeverAgain #Charlottesville #BlackLivesMatter #WomensMarch #MeToo #TheResistance @LINK\xa0…'],1,25,"['Marine', 'with', 'Ranger', 'tab', 'AND', 'Ranger', 'Hall', 'of', 'Fame', 'Marvel', 'got', 'a', 'New', 'Hero', 'Semper', 'Fi', 'TrumpRussia', 'TrumpColluded', 'NeverAgain', 'Charlottesville', 'BlackLivesMatter', 'WomensMarch', 'MeToo', 'TheResistance', '@LINK']",25
2472,2018-03-18,"Justine Adams fails to recognise that kneeing someone who may have influence over your position in an organisation isn't smart. Even if the guy is on the same level his friends may have rank, or he may rise faster than you.Strangers in a pub are different. #metoo #metoonz pic.twitter.com/1tYWKQo4OD","[""Justine Adams fails to recognise that kneeing someone who may have influence over your position in an organisation isn't smart."", 'Even if the guy is on the same level his friends may have rank, or he may rise faster than you.Strangers in a pub are different.', '#metoo #metoonz pic.twitter.com/1tYWKQo4OD']",3,18,"['Justine', 'Adams', 'fails', 'to', 'recognise', 'that', 'kneeing', 'someone', 'who', 'may', 'have', 'influence', 'over', 'your', 'position', 'in', 'an', 'organisation', 'isn', 't', 'smart', 'Even', 'if', 'the', 'guy', 'is', 'on', 'the', 'same', 'level', 'his', 'friends', 'may', 'have', 'rank', 'or', 'he', 'may', 'rise', 'faster', 'than', 'you', 'Strangers', 'in', 'a', 'pub', 'are', 'different', 'metoo', 'metoonz', 'pic', 'twitter', 'com', '1tYWKQo4OD']",54
2473,2018-03-18,"Tess Nichol: If you think #MeToo's gone too far, you're still not listening @LINK ","[""Tess Nichol: If you think #MeToo's gone too far, you're still not listening @LINK""]",1,16,"['Tess', 'Nichol', 'If', 'you', 'think', 'MeToo', 's', 'gone', 'too', 'far', 'you', 're', 'still', 'not', 'listening', '@LINK']",16
2474,2018-03-18,@MENTION @MENTION @MENTION #MeToo doesn’t allow NDAs,['@MENTION @MENTION @MENTION #MeToo doesn’t allow NDAs'],1,8,"['@MENTION', '@MENTION', '@MENTION', 'MeToo', 'doesn', 't', 'allow', 'NDAs']",8
2475,2018-03-18,'Op non-actief gezette redacteur weer actief op social media' #MeToo  @LINK ,"[""'Op non-actief gezette redacteur weer actief op social media' #MeToo  @LINK""]",1,12,"['Op', 'non', 'actief', 'gezette', 'redacteur', 'weer', 'actief', 'op', 'social', 'media', 'MeToo', '@LINK']",12
2476,2018-03-18,#metoo  @LINK …,['#metoo  @LINK\xa0…'],1,2,"['metoo', '@LINK']",2
2477,2018-03-18,@MENTION What happened to #MeToo,['@MENTION What happened to #MeToo'],1,5,"['@MENTION', 'What', 'happened', 'to', 'MeToo']",5
2478,2018-03-18,HELENE BY JOHN BOWERS. THE ONLY COPY KNOWN TO EXIST IS ON  @LINK  $2000  A story about a child and a man obessed with her. RARE #LOLITA The front cover says NOT SINCE LOLITA HAS THERE BEEN ANYONE LIKE HELENE. #metoo #theyknew #rare #book #tween #girl #provocative pic.twitter.com/wM17HpBQFw,"['HELENE BY JOHN BOWERS.', 'THE ONLY COPY KNOWN TO EXIST IS ON  @LINK\xa0 $2000  A story about a child and a man obessed with her.', 'RARE #LOLITA The front cover says NOT SINCE LOLITA HAS THERE BEEN ANYONE LIKE HELENE.', '#metoo #theyknew #rare #book #tween #girl #provocative pic.twitter.com/wM17HpBQFw']",4,13,"['HELENE', 'BY', 'JOHN', 'BOWERS', 'THE', 'ONLY', 'COPY', 'KNOWN', 'TO', 'EXIST', 'IS', 'ON', '@LINK', '2000', 'A', 'story', 'about', 'a', 'child', 'and', 'a', 'man', 'obessed', 'with', 'her', 'RARE', 'LOLITA', 'The', 'front', 'cover', 'says', 'NOT', 'SINCE', 'LOLITA', 'HAS', 'THERE', 'BEEN', 'ANYONE', 'LIKE', 'HELENE', 'metoo', 'theyknew', 'rare', 'book', 'tween', 'girl', 'provocative', 'pic', 'twitter', 'com', 'wM17HpBQFw']",51
2479,2018-03-18,5 Questions for the Academy as President John Bailey Faces His #MeToo Challenge  @LINK ,['5 Questions for the Academy as President John Bailey Faces His #MeToo Challenge  @LINK'],1,14,"['5', 'Questions', 'for', 'the', 'Academy', 'as', 'President', 'John', 'Bailey', 'Faces', 'His', 'MeToo', 'Challenge', '@LINK']",14
2480,2018-03-18,Smh codsolivia lost a whole k followers on insta for speaking up about #metoo senegal? Sis it's a whole war,"['Smh codsolivia lost a whole k followers on insta for speaking up about #metoo senegal?', ""Sis it's a whole war""]",2,11,"['Smh', 'codsolivia', 'lost', 'a', 'whole', 'k', 'followers', 'on', 'insta', 'for', 'speaking', 'up', 'about', 'metoo', 'senegal', 'Sis', 'it', 's', 'a', 'whole', 'war']",21
2481,2018-03-18,DID NYC ever prosecute JK et al? Of course not=justice system gives favorable treatment to Plutocrats-UNTOUCHABLES. Why R millions of Americans in prison?#TrumpRussia #TrumpColluded #NeverAgain #Charlottesville #BlackLivesMatter #WomensMarch #MeToo #TheResistance @LINK …,"['DID NYC ever prosecute JK et al?', 'Of course not=justice system gives favorable treatment to Plutocrats-UNTOUCHABLES.', 'Why R millions of Americans in prison?#TrumpRussia #TrumpColluded #NeverAgain #Charlottesville #BlackLivesMatter #WomensMarch #MeToo #TheResistance @LINK\xa0…']",3,12,"['DID', 'NYC', 'ever', 'prosecute', 'JK', 'et', 'al', 'Of', 'course', 'not', 'justice', 'system', 'gives', 'favorable', 'treatment', 'to', 'Plutocrats', 'UNTOUCHABLES', 'Why', 'R', 'millions', 'of', 'Americans', 'in', 'prison', 'TrumpRussia', 'TrumpColluded', 'NeverAgain', 'Charlottesville', 'BlackLivesMatter', 'WomensMarch', 'MeToo', 'TheResistance', '@LINK']",34
2482,2018-03-18,#MeToo  @LINK …,['#MeToo  @LINK\xa0…'],1,2,"['MeToo', '@LINK']",2
2483,2018-03-18,"“I don’t think Hollywood will change. Power takes advantage, it always does.”He added that the great irony was that despite the #MeToo movement being in full flow, “a self-confessed pussy-grabber is the president of the US and is just walking around” unchallenged.","['“I don’t think Hollywood will change.', 'Power takes advantage, it always does.”He added that the great irony was that despite the #MeToo movement being in full flow, “a self-confessed pussy-grabber is the president of the US and is just walking around” unchallenged.']",2,23,"['I', 'don', 't', 'think', 'Hollywood', 'will', 'change', 'Power', 'takes', 'advantage', 'it', 'always', 'does', 'He', 'added', 'that', 'the', 'great', 'irony', 'was', 'that', 'despite', 'the', 'MeToo', 'movement', 'being', 'in', 'full', 'flow', 'a', 'self', 'confessed', 'pussy', 'grabber', 'is', 'the', 'president', 'of', 'the', 'US', 'and', 'is', 'just', 'walking', 'around', 'unchallenged']",46
2484,2018-03-18,Una violenza non si dimentica #MeToo @MENTION @MENTION @MENTION @MENTION  @LINK … via @MENTION,['Una violenza non si dimentica #MeToo @MENTION @MENTION @MENTION @MENTION  @LINK\xa0… via @MENTION'],1,13,"['Una', 'violenza', 'non', 'si', 'dimentica', 'MeToo', '@MENTION', '@MENTION', '@MENTION', '@MENTION', '@LINK', 'via', '@MENTION']",13
2485,2018-03-18,"It's really disturbing how many of the #MeToo stories start out with a man being misleading about ""mentoring"" a woman to help her career.","['It\'s really disturbing how many of the #MeToo stories start out with a man being misleading about ""mentoring"" a woman to help her career.']",1,25,"['It', 's', 'really', 'disturbing', 'how', 'many', 'of', 'the', 'MeToo', 'stories', 'start', 'out', 'with', 'a', 'man', 'being', 'misleading', 'about', 'mentoring', 'a', 'woman', 'to', 'help', 'her', 'career']",25
2486,2018-03-18,@MENTION #metoo,['@MENTION #metoo'],1,2,"['@MENTION', 'metoo']",2
2487,2018-03-18,【3/25：東京】「私たちの未来×人権×生きづらさ」→ @LINK  勇気をあげて声をあげたり、その声を応援する人が増えれば、社会は生きやすくなるはず。　@MENTION  さん@MENTION さん登壇。#metoo #wetoo #中学生 #高校生,['【3/25：東京】「私たちの未来×人権×生きづらさ」→ @LINK\xa0 勇気をあげて声をあげたり、その声を応援する人が増えれば、社会は生きやすくなるはず。\u3000@MENTION  さん@MENTION さん登壇。#metoo #wetoo #中学生 #高校生'],1,18,"['3', '25', '東京', '私たちの未来', '人権', '生きづらさ', '@LINK', '勇気をあげて声をあげたり', 'その声を応援する人が増えれば', '社会は生きやすくなるはず', '@MENTION', 'さん', '@MENTION', 'さん登壇', 'metoo', 'wetoo', '中学生', '高校生']",18
2488,2018-03-18,Ellen Barkin says ‘never get into an elevator alone with Terry Gilliam’ after his controversial #MeToo remarks  @LINK ,['Ellen Barkin says ‘never get into an elevator alone with Terry Gilliam’ after his controversial #MeToo remarks  @LINK'],1,18,"['Ellen', 'Barkin', 'says', 'never', 'get', 'into', 'an', 'elevator', 'alone', 'with', 'Terry', 'Gilliam', 'after', 'his', 'controversial', 'MeToo', 'remarks', '@LINK']",18
2489,2018-03-18,"Si no pudiste ver #AlPunto hoy, lo podrás ver a las 5pm. Te esperamos junto a @MENTION para hablar de las elecciones en México y Costa Rica, de las deportaciones y del movimiento #MeToo  pic.twitter.com/LUuHTaNFgm","['Si no pudiste ver #AlPunto hoy, lo podrás ver a las 5pm.', 'Te esperamos junto a @MENTION para hablar de las elecciones en México y Costa Rica, de las deportaciones y del movimiento #MeToo  pic.twitter.com/LUuHTaNFgm']",2,19,"['Si', 'no', 'pudiste', 'ver', 'AlPunto', 'hoy', 'lo', 'podrás', 'ver', 'a', 'las', '5pm', 'Te', 'esperamos', 'junto', 'a', '@MENTION', 'para', 'hablar', 'de', 'las', 'elecciones', 'en', 'México', 'y', 'Costa', 'Rica', 'de', 'las', 'deportaciones', 'y', 'del', 'movimiento', 'MeToo', 'pic', 'twitter', 'com', 'LUuHTaNFgm']",38
2490,2018-03-18,We have long way to go in the world to getting equality for women and how silent the #metoo women are silent on supporting real heroines   @LINK …,['We have long way to go in the world to getting equality for women and how silent the #metoo women are silent on supporting real heroines   @LINK\xa0…'],1,27,"['We', 'have', 'long', 'way', 'to', 'go', 'in', 'the', 'world', 'to', 'getting', 'equality', 'for', 'women', 'and', 'how', 'silent', 'the', 'metoo', 'women', 'are', 'silent', 'on', 'supporting', 'real', 'heroines', '@LINK']",27
2491,2018-03-18,Le mouvement #Metoo est une révolution #féministe 'réussie'?Pourquoi le succès de la #Femme doit toujours être référé à son organe génital?Êtes-vous conscientes que 'Vagin' est largement mentionné dans tous les articles du mouvement?La femme doit être célébrée pour son intellect. pic.twitter.com/y4wXykxBhj,"[""Le mouvement #Metoo est une révolution #féministe 'réussie'?Pourquoi le succès de la #Femme doit toujours être référé à son organe génital?Êtes-vous conscientes que 'Vagin' est largement mentionné dans tous les articles du mouvement?La femme doit être célébrée pour son intellect."", 'pic.twitter.com/y4wXykxBhj']",2,24,"['Le', 'mouvement', 'Metoo', 'est', 'une', 'révolution', 'féministe', 'réussie', 'Pourquoi', 'le', 'succès', 'de', 'la', 'Femme', 'doit', 'toujours', 'être', 'référé', 'à', 'son', 'organe', 'génital', 'Êtes', 'vous', 'conscientes', 'que', 'Vagin', 'est', 'largement', 'mentionné', 'dans', 'tous', 'les', 'articles', 'du', 'mouvement', 'La', 'femme', 'doit', 'être', 'célébrée', 'pour', 'son', 'intellect', 'pic', 'twitter', 'com', 'y4wXykxBhj']",48
2492,2018-03-18,#thestorm #SethRich #THEGREATAWAKENING #Qanon #HisNameWasSethRich #HRCVideo #Hannity #MAGA #SundayMorning #Followthewhiterabbit #usa #AmericaFirst #wikileaks #metoo #InternetBillOfRights #ibor #freedom #America #proudtobeamerican @LINK …,['#thestorm #SethRich #THEGREATAWAKENING #Qanon #HisNameWasSethRich #HRCVideo #Hannity #MAGA #SundayMorning #Followthewhiterabbit #usa #AmericaFirst #wikileaks #metoo #InternetBillOfRights #ibor #freedom #America #proudtobeamerican @LINK\xa0…'],1,20,"['thestorm', 'SethRich', 'THEGREATAWAKENING', 'Qanon', 'HisNameWasSethRich', 'HRCVideo', 'Hannity', 'MAGA', 'SundayMorning', 'Followthewhiterabbit', 'usa', 'AmericaFirst', 'wikileaks', 'metoo', 'InternetBillOfRights', 'ibor', 'freedom', 'America', 'proudtobeamerican', '@LINK']",20
